  0.000   0.000   0.000 
  0.000   0.000   0.000 
  0.000   0.000   0.000 
  0.000   0.000   0.000 
  0.000   0.000   0.000 
  0.000   0.000   0.000 
  0.000   0.000   0.000 
  0.000   0.000   0.000 
  0.000   0.000   0.000 
  0.000   0.000   0.000 
  0.000   0.000   0.000 
  0.000   0.000   0.000 
  0.000   0.000   0.000 
  0.000   0.000   0.000 
  0.000   0.000   0.000 
  0.000   0.000   0.000 
  0.000   0.000   0.000 
  0.000   0.000   0.000 
  0.000   0.000   0.000 
  0.000   0.000   0.000 
  0.000   0.000   0.000 
  0.000   0.000   0.000 
  0.000   0.000   0.000 
  0.000   0.000   0.000 
 -0.000   0.000  -0.001 
 -0.000   0.000  -0.001 
 -0.000   0.000  -0.003 
 -0.000   0.000  -0.003 
 -0.000   0.000  -0.003 
 -0.000   0.000  -0.004 
 -0.000   0.000  -0.006 
 -0.001   0.000  -0.008 
 -0.001   0.000  -0.010 
 -0.001   0.000  -0.013 
 -0.001   0.000  -0.014 
 -0.001   0.000  -0.014 
 -0.001   0.000  -0.014 
 -0.001   0.000  -0.014 
 -0.001   0.000  -0.014 
 -0.001   0.000  -0.014 
 -0.001   0.000  -0.014 
 -0.001   0.000  -0.014 
 -0.001   0.000  -0.014 
 -0.001   0.000  -0.014 
 -0.001   0.000  -0.014 
 -0.001   0.000  -0.014 
 -0.001   0.000  -0.014 
 -0.001   0.000  -0.014 
 -0.001   0.000  -0.014 
 -0.001   0.000  -0.014 
 -0.001   0.000  -0.013 
 -0.001   0.000  -0.013 
 -0.001   0.000  -0.013 
 -0.001   0.000  -0.013 
 -0.001   0.000  -0.013 
 -0.001   0.000  -0.013 
 -0.001   0.000  -0.013 
 -0.001   0.000  -0.013 
 -0.001   0.000  -0.013 
 -0.001   0.000  -0.012 
 -0.001   0.000  -0.012 
 -0.000  -0.000  -0.010 
  0.000  -0.000  -0.010 
  0.001  -0.000  -0.009 
  0.001  -0.000  -0.009 
  0.001  -0.000  -0.009 
  0.002  -0.000  -0.012 
  0.003  -0.000  -0.014 
  0.003  -0.000  -0.018 
  0.004  -0.000  -0.019 
  0.004  -0.000  -0.022 
  0.005  -0.000  -0.023 
  0.005  -0.000  -0.025 
  0.006  -0.000  -0.026 
  0.006  -0.000  -0.028 
  0.007  -0.000  -0.028 
  0.008  -0.000  -0.028 
  0.008  -0.000  -0.030 
  0.009  -0.000  -0.031 
  0.009  -0.000  -0.032 
  0.009  -0.000  -0.032 
  0.010  -0.000  -0.032 
  0.010  -0.000  -0.034 
  0.010  -0.000  -0.035 
  0.010  -0.000  -0.036 
  0.011  -0.000  -0.037 
  0.011  -0.000  -0.040 
  0.011  -0.000  -0.043 
  0.011  -0.000  -0.045 
  0.012  -0.000  -0.050 
  0.012  -0.000  -0.054 
  0.013  -0.000  -0.057 
  0.013  -0.000  -0.061 
  0.013  -0.000  -0.064 
  0.014  -0.000  -0.068 
  0.014  -0.000  -0.072 
  0.015  -0.000  -0.077 
  0.015  -0.001  -0.081 
  0.016  -0.001  -0.086 
  0.016  -0.001  -0.093 
  0.017  -0.001  -0.099 
  0.018  -0.001  -0.106 
  0.018  -0.001  -0.111 
  0.019  -0.001  -0.119 
  0.020  -0.001  -0.125 
  0.020  -0.001  -0.132 
  0.021  -0.001  -0.138 
  0.022  -0.001  -0.144 
  0.022  -0.001  -0.151 
  0.023  -0.001  -0.157 
  0.024  -0.002  -0.165 
  0.024  -0.002  -0.172 
  0.025  -0.002  -0.178 
  0.026  -0.002  -0.186 
  0.027  -0.002  -0.193 
  0.027  -0.002  -0.201 
  0.028  -0.002  -0.209 
  0.029  -0.003  -0.217 
  0.030  -0.003  -0.224 
  0.031  -0.003  -0.232 
  0.031  -0.003  -0.239 
  0.032  -0.003  -0.246 
  0.033  -0.004  -0.254 
  0.033  -0.004  -0.260 
  0.035  -0.004  -0.277 
  0.036  -0.004  -0.285 
  0.037  -0.005  -0.294 
  0.038  -0.005  -0.302 
  0.039  -0.005  -0.309 
  0.039  -0.005  -0.317 
  0.040  -0.006  -0.326 
  0.041  -0.006  -0.334 
  0.042  -0.006  -0.342 
  0.043  -0.007  -0.349 
  0.043  -0.007  -0.357 
  0.044  -0.007  -0.365 
  0.045  -0.007  -0.374 
  0.046  -0.008  -0.380 
  0.046  -0.008  -0.387 
  0.047  -0.008  -0.395 
  0.048  -0.009  -0.402 
  0.048  -0.009  -0.410 
  0.049  -0.009  -0.419 
  0.050  -0.010  -0.428 
  0.051  -0.010  -0.437 
  0.052  -0.010  -0.446 
  0.053  -0.011  -0.456 
  0.054  -0.011  -0.467 
  0.055  -0.012  -0.476 
  0.056  -0.012  -0.486 
  0.056  -0.013  -0.496 
  0.058  -0.013  -0.508 
  0.058  -0.014  -0.518 
  0.060  -0.015  -0.530 
  0.060  -0.015  -0.540 
  0.061  -0.016  -0.551 
  0.062  -0.016  -0.562 
  0.064  -0.017  -0.575 
  0.066  -0.018  -0.600 
  0.067  -0.019  -0.613 
  0.068  -0.020  -0.625 
  0.069  -0.021  -0.638 
  0.070  -0.022  -0.652 
  0.071  -0.022  -0.665 
  0.072  -0.023  -0.678 
  0.073  -0.024  -0.691 
  0.074  -0.025  -0.705 
  0.075  -0.026  -0.718 
  0.076  -0.027  -0.730 
  0.077  -0.028  -0.743 
  0.078  -0.028  -0.754 
  0.079  -0.029  -0.766 
  0.080  -0.030  -0.781 
  0.081  -0.031  -0.792 
  0.082  -0.032  -0.805 
  0.083  -0.033  -0.816 
  0.083  -0.034  -0.829 
  0.084  -0.035  -0.842 
  0.085  -0.036  -0.854 
  0.086  -0.037  -0.865 
  0.087  -0.038  -0.878 
  0.088  -0.039  -0.890 
  0.088  -0.040  -0.901 
  0.089  -0.040  -0.913 
  0.090  -0.041  -0.925 
  0.091  -0.042  -0.936 
  0.091  -0.043  -0.946 
  0.092  -0.044  -0.957 
  0.092  -0.045  -0.968 
  0.093  -0.046  -0.980 
  0.094  -0.047  -0.992 
  0.094  -0.048  -1.002 
  0.095  -0.049  -1.012 
  0.096  -0.050  -1.024 
  0.097  -0.052  -1.043 
  0.097  -0.053  -1.052 
  0.098  -0.053  -1.061 
  0.098  -0.054  -1.069 
  0.098  -0.055  -1.077 
  0.099  -0.055  -1.083 
  0.099  -0.056  -1.091 
  0.099  -0.057  -1.100 
  0.100  -0.057  -1.108 
  0.100  -0.058  -1.117 
  0.100  -0.059  -1.127 
  0.101  -0.059  -1.137 
  0.101  -0.060  -1.146 
  0.101  -0.061  -1.157 
  0.102  -0.061  -1.166 
  0.102  -0.062  -1.173 
  0.102  -0.062  -1.182 
  0.102  -0.063  -1.190 
  0.102  -0.064  -1.197 
  0.103  -0.064  -1.204 
  0.103  -0.065  -1.212 
  0.103  -0.066  -1.219 
  0.104  -0.066  -1.226 
  0.104  -0.067  -1.234 
  0.104  -0.068  -1.242 
  0.104  -0.069  -1.250 
  0.105  -0.070  -1.257 
  0.105  -0.070  -1.265 
  0.105  -0.071  -1.271 
  0.105  -0.072  -1.278 
  0.105  -0.072  -1.284 
  0.106  -0.073  -1.291 
  0.106  -0.073  -1.296 
  0.106  -0.075  -1.309 
  0.106  -0.075  -1.315 
  0.106  -0.076  -1.323 
  0.107  -0.077  -1.331 
  0.107  -0.078  -1.337 
  0.107  -0.078  -1.344 
  0.107  -0.079  -1.351 
  0.107  -0.080  -1.358 
  0.107  -0.080  -1.364 
  0.108  -0.081  -1.372 
  0.108  -0.082  -1.380 
  0.108  -0.083  -1.386 
  0.108  -0.083  -1.393 
  0.108  -0.084  -1.399 
  0.108  -0.085  -1.406 
  0.108  -0.085  -1.412 
  0.108  -0.086  -1.418 
  0.109  -0.087  -1.425 
  0.109  -0.087  -1.433 
  0.109  -0.088  -1.439 
  0.109  -0.089  -1.446 
  0.109  -0.089  -1.453 
  0.109  -0.090  -1.461 
  0.109  -0.091  -1.469 
  0.109  -0.092  -1.476 
  0.109  -0.093  -1.484 
  0.109  -0.094  -1.493 
  0.109  -0.094  -1.501 
  0.109  -0.095  -1.509 
  0.110  -0.097  -1.522 
  0.110  -0.098  -1.529 
  0.110  -0.098  -1.537 
  0.110  -0.099  -1.545 
  0.110  -0.100  -1.553 
  0.110  -0.101  -1.558 
  0.110  -0.102  -1.565 
  0.110  -0.102  -1.573 
  0.110  -0.103  -1.581 
  0.110  -0.104  -1.589 
  0.110  -0.105  -1.598 
  0.110  -0.106  -1.604 
  0.110  -0.107  -1.608 
  0.110  -0.109  -1.611 
  0.109  -0.110  -1.613 
  0.109  -0.112  -1.616 
  0.109  -0.114  -1.620 
  0.109  -0.116  -1.622 
  0.109  -0.117  -1.625 
  0.109  -0.119  -1.626 
  0.109  -0.122  -1.629 
  0.109  -0.124  -1.630 
  0.109  -0.126  -1.631 
  0.108  -0.129  -1.633 
  0.108  -0.131  -1.633 
  0.108  -0.133  -1.635 
  0.108  -0.136  -1.638 
  0.108  -0.139  -1.638 
  0.108  -0.141  -1.639 
  0.107  -0.144  -1.639 
  0.107  -0.146  -1.639 
  0.107  -0.149  -1.638 
  0.107  -0.154  -1.639 
  0.107  -0.156  -1.639 
  0.106  -0.159  -1.640 
  0.106  -0.161  -1.640 
  0.106  -0.163  -1.642 
  0.106  -0.165  -1.642 
  0.106  -0.167  -1.643 
  0.106  -0.169  -1.644 
  0.106  -0.172  -1.645 
  0.105  -0.173  -1.644 
  0.105  -0.175  -1.644 
  0.105  -0.177  -1.644 
  0.105  -0.179  -1.645 
  0.105  -0.181  -1.647 
  0.105  -0.183  -1.645 
  0.105  -0.185  -1.647 
  0.104  -0.188  -1.645 
  0.104  -0.190  -1.645 
  0.104  -0.192  -1.647 
  0.104  -0.194  -1.647 
  0.104  -0.197  -1.647 
  0.103  -0.200  -1.648 
  0.103  -0.202  -1.648 
  0.103  -0.205  -1.649 
  0.103  -0.208  -1.649 
  0.102  -0.211  -1.651 
  0.102  -0.214  -1.652 
  0.102  -0.217  -1.654 
  0.102  -0.220  -1.653 
  0.101  -0.224  -1.654 
  0.101  -0.227  -1.656 
  0.101  -0.229  -1.656 
  0.101  -0.233  -1.656 
  0.100  -0.236  -1.657 
  0.100  -0.241  -1.661 
  0.100  -0.244  -1.661 
  0.099  -0.247  -1.662 
  0.099  -0.250  -1.663 
  0.099  -0.253  -1.665 
  0.099  -0.255  -1.666 
  0.098  -0.258  -1.665 
  0.098  -0.261  -1.666 
  0.098  -0.264  -1.665 
  0.098  -0.266  -1.663 
  0.097  -0.269  -1.662 
  0.097  -0.273  -1.661 
  0.097  -0.276  -1.658 
  0.097  -0.279  -1.657 
  0.096  -0.282  -1.656 
  0.096  -0.285  -1.656 
  0.096  -0.289  -1.656 
  0.095  -0.292  -1.653 
  0.095  -0.295  -1.653 
  0.095  -0.298  -1.653 
  0.095  -0.301  -1.652 
  0.094  -0.304  -1.652 
  0.094  -0.307  -1.652 
  0.094  -0.310  -1.651 
  0.094  -0.313  -1.648 
  0.093  -0.316  -1.647 
  0.093  -0.318  -1.644 
  0.093  -0.321  -1.642 
  0.093  -0.323  -1.638 
  0.093  -0.326  -1.636 
  0.093  -0.330  -1.629 
  0.092  -0.332  -1.625 
  0.092  -0.334  -1.620 
  0.092  -0.336  -1.616 
  0.092  -0.338  -1.612 
  0.092  -0.340  -1.611 
  0.092  -0.342  -1.608 
  0.092  -0.344  -1.607 
  0.092  -0.346  -1.605 
  0.092  -0.347  -1.604 
  0.092  -0.349  -1.604 
  0.092  -0.351  -1.604 
  0.092  -0.353  -1.605 
  0.092  -0.355  -1.605 
  0.091  -0.357  -1.607 
  0.091  -0.358  -1.607 
  0.091  -0.360  -1.605 
  0.091  -0.362  -1.604 
  0.091  -0.364  -1.603 
  0.091  -0.365  -1.603 
  0.091  -0.367  -1.603 
  0.091  -0.369  -1.603 
  0.091  -0.371  -1.603 
  0.091  -0.373  -1.603 
  0.091  -0.375  -1.602 
  0.091  -0.377  -1.602 
  0.091  -0.378  -1.602 
  0.091  -0.380  -1.602 
  0.091  -0.382  -1.602 
  0.091  -0.383  -1.600 
  0.091  -0.385  -1.600 
  0.090  -0.388  -1.602 
  0.090  -0.389  -1.602 
  0.090  -0.391  -1.603 
  0.090  -0.393  -1.603 
  0.090  -0.395  -1.603 
  0.090  -0.396  -1.602 
  0.090  -0.398  -1.603 
  0.090  -0.400  -1.605 
  0.090  -0.402  -1.607 
  0.090  -0.404  -1.607 
  0.090  -0.407  -1.608 
  0.090  -0.409  -1.608 
  0.090  -0.411  -1.611 
  0.090  -0.413  -1.612 
  0.089  -0.416  -1.614 
  0.089  -0.418  -1.614 
  0.089  -0.421  -1.616 
  0.089  -0.424  -1.617 
  0.089  -0.427  -1.617 
  0.089  -0.430  -1.616 
  0.089  -0.433  -1.616 
  0.089  -0.436  -1.617 
  0.088  -0.439  -1.617 
  0.088  -0.442  -1.617 
  0.088  -0.446  -1.617 
  0.088  -0.449  -1.617 
  0.088  -0.453  -1.616 
  0.088  -0.456  -1.614 
  0.087  -0.460  -1.613 
  0.087  -0.464  -1.614 
  0.087  -0.471  -1.612 
  0.087  -0.474  -1.612 
  0.087  -0.478  -1.611 
  0.087  -0.482  -1.611 
  0.086  -0.486  -1.608 
  0.086  -0.489  -1.608 
  0.086  -0.493  -1.605 
  0.086  -0.497  -1.605 
  0.086  -0.500  -1.605 
  0.086  -0.504  -1.605 
  0.086  -0.507  -1.604 
  0.086  -0.511  -1.605 
  0.085  -0.515  -1.607 
  0.085  -0.519  -1.608 
  0.085  -0.522  -1.607 
  0.085  -0.526  -1.607 
  0.085  -0.530  -1.607 
  0.085  -0.533  -1.607 
  0.085  -0.537  -1.608 
  0.084  -0.541  -1.608 
  0.084  -0.544  -1.608 
  0.084  -0.548  -1.607 
  0.084  -0.551  -1.607 
  0.084  -0.555  -1.607 
  0.084  -0.558  -1.605 
  0.084  -0.562  -1.607 
  0.084  -0.566  -1.607 
  0.083  -0.569  -1.604 
  0.083  -0.573  -1.603 
  0.083  -0.577  -1.600 
  0.083  -0.580  -1.598 
  0.083  -0.584  -1.595 
  0.083  -0.588  -1.594 
  0.083  -0.594  -1.590 
  0.083  -0.598  -1.587 
  0.083  -0.598  -1.587 
  0.083  -0.605  -1.586 
  0.083  -0.608  -1.586 
  0.082  -0.611  -1.587 
  0.082  -0.614  -1.589 
  0.082  -0.614  -1.589 
  0.082  -0.620  -1.590 
  0.082  -0.623  -1.591 
  0.082  -0.626  -1.593 
  0.082  -0.629  -1.594 
  0.082  -0.632  -1.596 
  0.082  -0.635  -1.598 
  0.082  -0.637  -1.599 
  0.082  -0.641  -1.602 
  0.082  -0.643  -1.604 
  0.082  -0.646  -1.607 
  0.082  -0.649  -1.611 
  0.081  -0.652  -1.614 
  0.081  -0.655  -1.618 
  0.081  -0.657  -1.622 
  0.081  -0.660  -1.626 
  0.081  -0.662  -1.629 
  0.081  -0.665  -1.631 
  0.081  -0.668  -1.634 
  0.080  -0.670  -1.638 
  0.080  -0.673  -1.639 
  0.080  -0.675  -1.642 
  0.080  -0.678  -1.642 
  0.080  -0.680  -1.643 
  0.079  -0.683  -1.644 
  0.079  -0.685  -1.643 
  0.079  -0.688  -1.643 
  0.079  -0.690  -1.640 
  0.079  -0.693  -1.640 
  0.078  -0.698  -1.638 
  0.078  -0.698  -1.638 
  0.078  -0.703  -1.634 
  0.078  -0.706  -1.634 
  0.078  -0.709  -1.634 
  0.078  -0.711  -1.633 
  0.077  -0.713  -1.631 
  0.077  -0.715  -1.631 
  0.077  -0.718  -1.629 
  0.077  -0.720  -1.627 
  0.077  -0.722  -1.627 
  0.077  -0.724  -1.626 
  0.077  -0.726  -1.627 
  0.077  -0.727  -1.627 
  0.077  -0.730  -1.627 
  0.076  -0.731  -1.627 
  0.076  -0.733  -1.626 
  0.076  -0.735  -1.627 
  0.076  -0.738  -1.627 
  0.076  -0.740  -1.627 
